Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,Yes,Travel_Rarely,372,Sales,9,3,Marketing,1,1164,1,Male,52,2,3,Sales Executive,3,Married,10033,16063,3,Y,No,11,3,1,80,0,26,1,3,6,6,3,2
33,Yes,Travel_Frequently,167,Research & Development,22,3,Life Sciences,1,1165,3,Male,94,3,1,Research Scientist,1,Single,2191,16669,1,Y,Yes,17,3,1,80,0,9,2,2,8,1,5,6
32,Yes,Travel_Rarely,799,Sales,2,3,Medical,1,1166,2,Male,61,2,2,Sales Executive,1,Married,9439,5394,1,Y,No,11,3,3,80,1,9,3,3,9,8,6,7
47,Yes,Travel_Rarely,612,Sales,1,4,Marketing,1,1167,2,Male,67,2,3,Sales Executive,3,Divorced,10306,14713,1,Y,No,14,3,2,80,0,28,3,2,27,5,4,8
34,Yes,Travel_Rarely,705,Sales,11,3,Medical,1,1168,3,Male,56,2,3,Sales Executive,1,Single,10231,21744,8,Y,Yes,16,3,2,80,0,14,2,3,11,10,5,0
27,Yes,Travel_Rarely,1073,Sales,3,4,Marketing,1,1169,3,Female,61,2,2,Sales Executive,3,Single,6233,8570,1,Y,Yes,11,3,1,80,0,8,0,3,8,7,6,4
28,Yes,Travel_Rarely,1354,Research & Development,23,2,Medical,1,1170,2,Female,71,2,3,Healthcare Representative,1,Married,8759,12329,1,Y,No,12,3,1,80,0,10,2,2,9,6,0,8
35,Yes,Travel_Rarely,360,Sales,9,3,Life Sciences,1,1171,3,Male,86,3,2,Sales Executive,1,Married,5652,6161,3,Y,Yes,17,3,2,80,1,10,3,2,7,1,0,7
35,Yes,Travel_Rarely,1103,Sales,19,1,Life Sciences,1,1172,1,Female,57,2,2,Sales Executive,1,Single,6694,11634,6,Y,No,17,3,2,80,0,14,2,3,0,0,0,0
24,Yes,Travel_Rarely,854,Research & Development,1,1,Other,1,1173,2,Female,94,2,1,Sales Representative,1,Single,2365,8914,2,Y,Yes,11,3,3,80,0,4,3,3,3,2,0,2
39,Yes,Travel_Rarely,1251,Research & Development,19,2,Medical,1,1174,2,Male,71,3,1,Laboratory Technician,1,Married,3120,21703,0,Y,Yes,21,3,3,80,0,3,4,2,3,2,0,1
24,Yes,Travel_Rarely,866,Research & Development,3,2,Life Sciences,1,1175,1,Male,93,2,1,Laboratory Technician,1,Married,3995,9325,5,Y,Yes,13,3,3,80,0,5,4,3,2,2,0,2
26,Yes,Travel_Frequently,442,Research & Development,4,2,Life Sciences,1,1176,1,Male,62,2,1,Research Scientist,1,Single,2105,15275,5,Y,Yes,13,3,2,80,0,5,2,2,3,2,0,1
24,Yes,Travel_Rarely,687,Sales,4,1,Technical Degree,1,1177,1,Male,84,2,1,Sales Representative,2,Single,2176,9403,3,Y,Yes,11,3,3,80,0,4,1,2,3,2,1,2
33,Yes,Travel_Rarely,1031,Research & Development,22,3,Life Sciences,1,1178,1,Male,54,2,1,Research Scientist,2,Single,2381,3005,3,Y,Yes,19,3,2,80,0,4,0,3,2,2,2,2
40,Yes,Travel_Rarely,1025,Sales,1,2,Life Sciences,1,1179,2,Male,92,2,2,Sales Executive,3,Married,6008,19591,7,Y,Yes,11,3,1,80,0,8,0,1,6,4,0,5
36,Yes,Travel_Rarely,850,Research & Development,12,3,Marketing,1,1180,2,Male,61,2,2,Laboratory Technician,2,Single,4736,7728,2,Y,No,16,3,1,80,1,11,2,3,9,5,5,6
41,Yes,Travel_Rarely,1036,Research & Development,2,2,Medical,1,1181,3,Male,54,2,2,Research Scientist,3,Single,5271,18131,5,Y,No,16,3,1,80,0,14,2,2,1,0,0,0
28,Yes,Travel_Frequently,874,Research & Development,1,2,Medical,1,1182,1,Male,39,2,1,Laboratory Technician,1,Married,2413,6850,1,Y,Yes,12,3,2,80,1,1,1,3,1,0,0,0
36,Yes,Travel_Rarely,395,Research & Development,15,3,Medical,1,1183,3,Male,81,2,2,Manufacturing Director,1,Married,5836,6161,3,Y,No,14,3,2,80,1,9,4,2,6,2,0,3
51,Yes,Travel_Rarely,479,Sales,18,3,Marketing,1,1184,3,Male,52,2,3,Sales Executive,2,Married,10610,15887,2,Y,No,14,3,2,80,1,24,3,3,13,3,1,3
41,Yes,Travel_Rarely,1152,Sales,6,2,Life Sciences,1,1185,2,Female,53,2,2,Sales Executive,2,Married,7110,13356,5,Y,Yes,18,3,2,80,1,12,2,3,5,4,0,4
35,Yes,Travel_Rarely,1245,Research & Development,5,2,Medical,1,1186,2,Male,72,2,1,Research Scientist,3,Married,2402,2720,3,Y,Yes,15,3,2,80,0,4,1,3,0,0,0,0
48,Yes,Travel_Rarely,1124,Research & Development,15,3,Life Sciences,1,1187,2,Male,96,3,1,Research Scientist,3,Single,2790,10591,1,Y,Yes,13,3,3,80,0,5,3,3,5,3,0,1
43,Yes,Travel_Frequently,706,Research & Development,5,2,Medical,1,1188,3,Female,93,2,1,Research Scientist,3,Single,2689,11777,3,Y,Yes,11,3,3,80,1,14,3,3,6,5,5,5
29,Yes,Travel_Rarely,935,Research & Development,15,3,Life Sciences,1,1189,3,Female,59,2,1,Research Scientist,2,Single,3457,11388,0,Y,Yes,12,3,2,80,0,3,2,2,3,2,1,2
28,Yes,Travel_Rarely,467,Sales,27,2,Medical,1,1190,1,Male,72,1,2,Sales Executive,2,Married,5236,21507,5,Y,Yes,15,3,3,80,0,8,5,3,5,4,1,4
27,Yes,Travel_Rarely,927,Research & Development,1,3,Medical,1,1191,1,Male,64,3,1,Research Scientist,2,Married,2752,3082,1,Y,Yes,13,3,1,80,0,7,2,2,5,3,5,3
34,Yes,Travel_Rarely,887,Sales,26,1,Life Sciences,1,1192,2,Female,60,2,2,Sales Executive,1,Single,6924,11281,4,Y,No,16,3,1,80,0,14,2,2,4,3,1,3
44,Yes,Travel_Rarely,1039,Sales,17,3,Life Sciences,1,1193,2,Male,45,2,4,Sales Executive,2,Divorced,16612,16383,2,Y,Yes,12,3,3,80,0,21,1,3,15,10,10,5
28,Yes,Travel_Frequently,1026,Research & Development,3,3,Medical,1,1194,2,Male,82,2,1,Laboratory Technician,2,Divorced,2138,19736,0,Y,Yes,13,3,3,80,0,6,1,2,5,1,0,4
29,Yes,Travel_Rarely,380,Research & Development,18,3,Life Sciences,1,1195,4,Male,79,3,1,Laboratory Technician,2,Single,2140,16844,1,Y,Yes,17,3,1,80,0,6,3,2,6,2,4,5
21,Yes,Travel_Rarely,1040,Research & Development,12,2,Technical Degree,1,1196,3,Male,82,2,1,Laboratory Technician,1,Divorced,2554,18402,1,Y,No,15,3,1,80,0,1,2,3,1,0,0,0
35,Yes,Travel_Rarely,674,Sales,3,3,Medical,1,1197,2,Male,84,1,2,Sales Executive,3,Single,6082,20111,5,Y,Yes,14,3,1,80,0,10,1,1,6,5,3,6
41,Yes,Travel_Rarely,984,Research & Development,2,2,Medical,1,1198,3,Male,59,2,2,Research Scientist,3,Single,5285,18278,5,Y,No,16,3,1,80,0,15,2,2,1,0,0,0
26,Yes,Travel_Frequently,335,Research & Development,2,2,Life Sciences,1,1199,1,Male,56,3,1,Research Scientist,1,Single,2067,15344,5,Y,Yes,14,3,1,80,0,6,2,3,3,1,0,2
20,Yes,Travel_Rarely,499,Research & Development,2,3,Life Sciences,1,1200,2,Female,49,2,1,Laboratory Technician,3,Single,2049,22057,0,Y,No,12,3,3,80,0,2,2,2,2,2,0,1
50,Yes,Travel_Frequently,595,Research & Development,14,3,Life Sciences,1,1201,2,Female,72,2,1,Research Scientist,1,Single,4727,4548,7,Y,No,18,3,1,80,2,7,2,3,6,3,4,3
41,Yes,Travel_Rarely,1011,Sales,28,1,Life Sciences,1,1202,2,Female,72,3,2,Sales Executive,1,Single,6572,10983,5,Y,No,16,3,2,80,0,13,2,3,2,1,0,1
32,Yes,Travel_Rarely,546,Research & Development,8,4,Medical,1,1203,1,Female,72,2,1,Laboratory Technician,1,Married,2547,7909,3,Y,Yes,14,3,3,80,0,14,1,1,12,9,7,10
24,Yes,Travel_Rarely,1201,Research & Development,7,1,Medical,1,1204,3,Male,93,2,1,Laboratory Technician,3,Married,3949,20659,1,Y,No,11,3,1,80,0,5,2,2,4,3,1,2
31,Yes,Travel_Rarely,551,Sales,19,3,Medical,1,1205,1,Male,65,2,3,Sales Executive,2,Single,9866,22786,3,Y,Yes,12,3,1,80,0,12,2,3,2,1,0,0
32,Yes,Travel_Rarely,1316,Research & Development,12,4,Medical,1,1206,4,Male,61,3,2,Laboratory Technician,3,Single,4688,23792,6,Y,No,13,3,3,80,0,5,1,2,4,2,1,2
34,Yes,Travel_Frequently,725,Research & Development,10,3,Life Sciences,1,1207,3,Male,55,2,3,Healthcare Representative,1,Single,10279,21606,8,Y,Yes,16,3,2,80,0,14,2,3,12,11,5,0
48,Yes,Travel_Frequently,1133,Sales,7,4,Life Sciences,1,1208,1,Male,49,1,3,Sales Executive,4,Single,10610,25254,1,Y,No,14,3,3,80,0,17,2,2,5,2,1,3
43,Yes,Travel_Frequently,936,Research & Development,3,3,Life Sciences,1,1209,1,Male,88,2,1,Research Scientist,1,Single,2359,14658,3,Y,Yes,12,3,2,80,0,9,3,3,3,2,1,1
20,Yes,Travel_Rarely,1339,Research & Development,9,1,Life Sciences,1,1210,3,Male,32,3,1,Sales Representative,2,Single,1028,26992,1,Y,Yes,11,3,4,80,0,1,4,3,1,0,0,0
42,Yes,Travel_Frequently,706,Research & Development,5,2,Medical,1,1211,3,Female,93,2,1,Sales Representative,3,Married,2694,11783,3,Y,Yes,11,3,3,80,1,14,3,3,6,4,4,4
49,Yes,Travel_Rarely,1183,Sales,11,3,Life Sciences,1,1212,2,Male,43,3,3,Sales Executive,3,Married,7661,5859,1,Y,No,17,3,1,80,1,9,2,3,8,7,6,6
33,Yes,Travel_Rarely,1103,Research & Development,8,3,Medical,1,1213,1,Male,53,3,1,Research Scientist,2,Married,2804,3081,1,Y,Yes,14,3,3,80,0,2,0,3,2,2,2,2
39,Yes,Travel_Rarely,753,Research & Development,6,2,Life Sciences,1,1214,2,Male,40,2,1,Laboratory Technician,1,Single,2380,10326,3,Y,No,17,3,1,80,1,9,0,3,5,1,1,4
36,Yes,Travel_Rarely,1071,Sales,12,2,Life Sciences,1,1215,1,Male,62,1,2,Sales Executive,2,Married,4862,14308,4,Y,No,15,3,1,80,0,14,2,1,1,0,0,0
39,Yes,Travel_Rarely,205,Research & Development,2,2,Medical,1,1216,1,Female,83,2,3,Manufacturing Director,4,Married,12155,13547,6,Y,No,11,3,4,80,2,20,3,3,17,7,10,5
28,Yes,Travel_Rarely,1131,Sales,2,3,Life Sciences,1,1217,1,Male,83,1,1,Sales Executive,3,Married,3510,24781,5,Y,Yes,13,3,3,80,0,5,3,2,3,2,1,2
22,Yes,Travel_Rarely,966,Research & Development,9,2,Technical Degree,1,1218,2,Male,51,2,1,Research Scientist,4,Single,1960,18596,2,Y,No,12,3,2,80,0,2,2,3,1,0,0,1
27,Yes,Travel_Rarely,1273,Sales,2,1,Life Sciences,1,1219,3,Male,74,3,1,Sales Representative,1,Divorced,3412,16353,1,Y,Yes,12,3,2,80,0,5,3,2,3,2,0,1
26,Yes,Travel_Frequently,1459,Research & Development,2,2,Technical Degree,1,1220,1,Male,89,3,1,Research Scientist,2,Married,2817,15792,2,Y,Yes,15,3,3,80,0,4,3,3,2,1,0,1
29,Yes,Travel_Rarely,520,Research & Development,3,3,Medical,1,1221,3,Male,72,2,1,Laboratory Technician,3,Married,2453,5471,1,Y,Yes,16,3,2,80,0,7,2,2,7,6,5,5
24,Yes,Travel_Rarely,904,Research & Development,9,2,Technical Degree,1,1222,3,Male,80,3,1,Research Scientist,2,Single,2248,3208,1,Y,Yes,14,3,1,80,1,3,2,1,1,0,0,0
41,Yes,Travel_Frequently,1130,Research & Development,9,2,Life Sciences,1,1223,2,Male,50,2,1,Laboratory Technician,2,Married,2376,13800,5,Y,Yes,13,3,4,80,1,4,2,2,2,1,0,1
37,Yes,Travel_Rarely,762,Sales,4,3,Life Sciences,1,1224,1,Male,54,2,3,Sales Executive,2,Divorced,11026,15268,4,Y,No,11,3,3,80,0,17,2,1,11,0,9,5
52,Yes,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,1225,3,Male,72,3,5,Manager,1,Married,19794,20190,4,Y,No,12,3,4,80,0,23,1,3,8,4,3,4
31,Yes,Travel_Rarely,579,Research & Development,3,2,Life Sciences,1,1226,3,Male,34,2,1,Research Scientist,2,Married,4078,4172,1,Y,Yes,12,3,1,80,0,7,2,1,7,2,6,7
24,Yes,Travel_Rarely,1333,Research & Development,9,3,Life Sciences,1,1227,1,Male,52,3,1,Laboratory Technician,2,Married,2737,14171,1,Y,Yes,15,3,4,80,1,5,3,3,5,2,0,2
28,Yes,Travel_Rarely,1109,Research & Development,1,3,Technical Degree,1,1228,3,Female,56,3,1,Research Scientist,2,Single,2217,8267,1,Y,Yes,11,3,1,80,0,2,2,3,2,1,1,1
22,Yes,Travel_Rarely,355,Research & Development,8,3,Life Sciences,1,1229,3,Female,96,3,1,Research Scientist,3,Single,2391,25187,1,Y,Yes,19,3,2,80,0,2,1,3,2,1,0,1
35,Yes,Travel_Rarely,436,Research & Development,13,3,Medical,1,1230,2,Male,93,3,1,Laboratory Technician,2,Married,3818,21649,2,Y,No,13,3,1,80,0,6,2,2,3,2,0,2
30,Yes,Travel_Frequently,454,Research & Development,12,1,Life Sciences,1,1231,3,Male,75,2,3,Healthcare Representative,3,Single,8358,22520,2,Y,Yes,13,3,1,80,0,10,1,3,9,8,6,4
28,Yes,Travel_Rarely,961,Research & Development,1,2,Medical,1,1232,1,Male,42,2,1,Laboratory Technician,1,Married,2531,7050,1,Y,Yes,14,3,1,80,1,1,1,3,1,0,0,0
30,Yes,Travel_Rarely,578,Sales,7,3,Marketing,1,1233,3,Male,63,2,1,Sales Representative,3,Single,2238,9681,5,Y,Yes,11,3,2,80,0,5,0,2,3,1,0,1
39,Yes,Travel_Frequently,705,Research & Development,4,2,Medical,1,1234,3,Female,92,2,1,Research Scientist,3,Single,2719,11810,4,Y,Yes,12,3,3,80,1,11,3,3,5,3,3,3
54,Yes,Travel_Frequently,467,Research & Development,15,4,Life Sciences,1,1235,1,Female,70,2,1,Research Scientist,2,Single,4932,4416,8,Y,Yes,18,3,1,80,2,7,2,3,5,4,3,3
41,Yes,Travel_Rarely,734,Sales,9,1,Medical,1,1236,2,Male,55,2,3,Sales Executive,3,Married,10364,5622,2,Y,No,11,3,1,80,0,15,4,2,11,5,2,5
27,Yes,Travel_Rarely,569,Research & Development,22,2,Medical,1,1237,3,Male,58,3,1,Laboratory Technician,2,Married,2302,7147,0,Y,Yes,14,3,3,80,1,3,3,3,2,1,0,1
32,Yes,Travel_Frequently,980,Research & Development,6,2,Medical,1,1238,3,Male,78,2,1,Laboratory Technician,1,Divorced,3294,6836,4,Y,No,22,4,2,80,0,8,3,3,5,3,0,3
29,Yes,Travel_Frequently,217,Research & Development,26,3,Life Sciences,1,1239,2,Male,42,2,2,Healthcare Representative,2,Single,7210,23817,2,Y,Yes,18,3,3,80,1,9,3,2,8,3,0,5
41,Yes,Travel_Rarely,610,Sales,15,2,Medical,1,1240,1,Male,51,3,2,Sales Executive,4,Married,5410,21275,2,Y,Yes,13,3,3,80,0,10,3,2,9,7,3,5
30,Yes,Travel_Frequently,836,Research & Development,6,2,Life Sciences,1,1241,4,Female,43,3,1,Research Scientist,2,Married,3926,4779,1,Y,Yes,15,3,2,80,0,8,3,2,8,5,2,6
24,Yes,Travel_Rarely,670,Research & Development,4,1,Medical,1,1242,2,Male,34,3,2,Laboratory Technician,3,Single,4253,10101,0,Y,Yes,20,3,1,80,0,5,2,4,4,3,1,3
39,Yes,Travel_Frequently,909,Research & Development,15,1,Life Sciences,1,1243,2,Female,72,1,1,Sales Executive,1,Single,4248,4627,3,Y,No,20,3,1,80,0,9,4,3,8,2,5,5
34,Yes,Travel_Rarely,263,Research & Development,10,3,Life Sciences,1,1244,3,Male,90,2,2,Manufacturing Director,1,Married,5436,6199,3,Y,No,16,3,2,80,1,10,3,2,6,1,0,6
40,Yes,Travel_Frequently,537,Sales,22,2,Life Sciences,1,1245,2,Female,72,2,2,Sales Executive,2,Married,6089,6043,2,Y,No,12,3,1,80,2,7,5,3,5,3,0,0
31,Yes,Travel_Rarely,374,Research & Development,24,3,Medical,1,1246,1,Female,86,2,1,Research Scientist,4,Single,2794,18017,1,Y,No,23,3,3,80,0,1,2,1,1,0,0,0
24,Yes,Travel_Rarely,679,Research & Development,3,2,Life Sciences,1,1247,1,Male,84,3,1,Laboratory Technician,1,Single,4047,9469,4,Y,Yes,13,3,2,80,1,5,4,3,2,2,0,2
36,Yes,Travel_Rarely,914,Research & Development,10,1,Technical Degree,1,1248,2,Male,87,2,1,Research Scientist,2,Married,2376,14822,2,Y,Yes,12,3,3,80,0,6,3,2,3,2,0,1
53,Yes,Travel_Rarely,544,Research & Development,2,2,Life Sciences,1,1249,2,Male,69,2,5,Manager,2,Married,19853,23029,3,Y,Yes,13,3,4,80,1,27,2,3,15,6,2,5
46,Yes,Travel_Rarely,1110,Research & Development,12,3,Life Sciences,1,1250,2,Male,96,3,1,Research Scientist,3,Single,2864,10709,1,Y,Yes,12,3,3,80,0,5,3,3,5,3,0,1
34,Yes,Travel_Rarely,605,Sales,8,3,Life Sciences,1,1251,1,Male,79,2,2,Sales Executive,1,Single,7920,18481,0,Y,Yes,16,3,1,80,0,7,2,3,4,1,0,2
26,Yes,Travel_Rarely,178,Research & Development,15,3,Life Sciences,1,1252,3,Female,58,3,1,Laboratory Technician,3,Single,2376,25594,1,Y,No,14,3,3,80,0,7,2,3,7,2,5,6
29,Yes,Travel_Frequently,379,Research & Development,7,2,Life Sciences,1,1253,1,Male,50,1,1,Research Scientist,2,Single,2676,14804,1,Y,Yes,13,3,2,80,0,3,2,3,2,1,1,2
32,Yes,Travel_Rarely,421,Research & Development,8,3,Medical,1,1254,2,Male,59,3,1,Laboratory Technician,1,Married,2808,21503,4,Y,No,18,3,1,80,0,8,3,3,5,4,0,4
29,Yes,Travel_Rarely,185,Research & Development,12,2,Medical,1,1255,1,Male,50,3,2,Sales Executive,2,Single,5729,17504,4,Y,No,11,3,1,80,0,7,3,1,4,2,0,0
31,Yes,Travel_Frequently,703,Research & Development,2,2,Life Sciences,1,1256,3,Female,90,2,1,Research Scientist,3,Single,2783,11880,6,Y,Yes,13,3,3,80,0,3,3,3,1,0,0,0
35,Yes,Travel_Rarely,618,Sales,5,3,Medical,1,1257,2,Male,70,2,2,Sales Executive,1,Married,9836,4942,1,Y,No,11,3,4,80,1,16,3,2,16,8,7,6
46,Yes,Travel_Rarely,815,Sales,26,3,Marketing,1,1258,3,Male,62,2,3,Sales Executive,1,Single,11741,16769,4,Y,No,14,3,2,80,0,20,2,2,2,1,1,0
34,Yes,Travel_Rarely,652,Research & Development,13,3,Life Sciences,1,1259,2,Male,39,2,1,Laboratory Technician,1,Single,3776,10085,1,Y,Yes,23,4,3,80,0,5,2,1,4,2,0,2
30,Yes,Travel_Frequently,1067,Research & Development,3,3,Medical,1,1260,1,Male,55,2,1,Laboratory Technician,1,Married,2821,7111,2,Y,No,17,3,1,80,1,3,2,3,2,0,0,0
30,Yes,Travel_Rarely,339,Research & Development,9,2,Life Sciences,1,1261,3,Male,45,2,1,Research Scientist,1,Single,2311,10303,0,Y,Yes,21,3,1,80,0,3,0,3,2,1,0,1
46,Yes,Travel_Rarely,1107,Research & Development,5,3,Life Sciences,1,1262,1,Male,36,2,1,Research Scientist,2,Divorced,2430,10329,7,Y,Yes,14,3,2,80,2,14,1,3,8,0,1,5
37,Yes,Travel_Rarely,552,Sales,1,3,Medical,1,1263,1,Female,52,2,3,Sales Executive,3,Married,10877,14685,5,Y,No,11,3,3,80,0,17,2,1,14,2,11,6
30,Yes,Travel_Rarely,716,Research & Development,6,1,Life Sciences,1,1264,2,Male,75,3,1,Laboratory Technician,1,Single,2801,17127,1,Y,Yes,11,3,2,80,0,6,2,3,3,2,0,2
27,Yes,Travel_Rarely,417,Research & Development,20,3,Life Sciences,1,1265,2,Male,59,1,1,Laboratory Technician,3,Single,2123,23022,1,Y,Yes,16,3,2,80,0,1,3,1,1,0,0,0
27,Yes,Travel_Rarely,352,Sales,26,2,Life Sciences,1,1266,1,Male,75,1,2,Sales Executive,1,Single,5051,21862,7,Y,No,17,3,4,80,0,7,5,2,2,2,2,2
38,Yes,Travel_Rarely,1215,Sales,25,1,Life Sciences,1,1267,1,Female,72,2,2,Sales Executive,1,Single,6425,11006,7,Y,No,17,3,2,80,0,15,2,2,1,0,0,0
32,Yes,Travel_Frequently,179,Research & Development,19,3,Life Sciences,1,1268,3,Male,86,3,1,Research Scientist,1,Single,2026,16313,2,Y,Yes,17,3,1,80,1,9,2,2,8,2,5,6
45,Yes,Travel_Frequently,1066,Research & Development,26,2,Life Sciences,1,1269,1,Male,95,2,1,Laboratory Technician,1,Married,4144,22506,1,Y,No,17,3,1,80,0,14,2,3,4,2,0,3
30,Yes,Travel_Rarely,372,Research & Development,10,2,Medical,1,1270,3,Male,45,2,1,Research Scientist,1,Single,2207,10351,0,Y,Yes,21,3,1,80,0,3,0,3,2,1,0,1
26,Yes,Travel_Rarely,1010,Sales,2,3,Life Sciences,1,1271,1,Female,77,1,1,Sales Representative,3,Single,3815,24752,6,Y,No,13,3,3,80,0,4,3,2,2,2,2,1
36,Yes,Travel_Rarely,627,Research & Development,4,3,Life Sciences,1,1272,3,Male,85,3,2,Sales Executive,1,Married,5057,7058,4,Y,No,13,3,1,80,1,8,2,2,5,1,0,5
53,Yes,Travel_Rarely,559,Sales,16,3,Medical,1,1273,3,Male,94,2,3,Sales Executive,3,Single,13010,3156,1,Y,Yes,13,3,3,80,0,35,2,2,34,10,10,7
19,Yes,Travel_Frequently,571,Research & Development,11,2,Life Sciences,1,1274,2,Male,65,2,1,Research Scientist,2,Single,2144,9586,1,Y,Yes,12,3,2,80,0,1,3,3,1,0,0,0
31,Yes,Travel_Rarely,963,Research & Development,12,1,Life Sciences,1,1275,2,Female,60,1,1,Research Scientist,1,Single,3966,4530,1,Y,Yes,19,3,1,80,0,9,4,2,9,2,6,7
27,Yes,Travel_Rarely,1110,Sales,2,3,Medical,1,1276,1,Male,82,1,1,Sales Executive,3,Married,3575,24741,5,Y,Yes,13,3,3,80,0,4,3,2,2,2,2,1
35,Yes,Travel_Rarely,641,Research & Development,16,4,Medical,1,1277,1,Female,75,2,1,Laboratory Technician,4,Single,2788,17906,2,Y,Yes,19,3,3,80,0,4,1,1,3,2,0,0
43,Yes,Travel_Rarely,387,Sales,11,2,Medical,1,1278,3,Male,65,3,2,Sales Executive,3,Single,5628,21306,2,Y,Yes,15,3,3,80,0,11,3,2,9,4,6,4
30,Yes,Travel_Rarely,473,Research & Development,5,3,Life Sciences,1,1279,1,Female,73,2,1,Laboratory Technician,1,Single,3379,17078,2,Y,Yes,16,3,2,80,0,7,2,2,0,0,0,0
29,Yes,Travel_Rarely,930,Research & Development,14,3,Technical Degree,1,1280,1,Male,57,2,1,Research Scientist,2,Married,2304,3004,3,Y,Yes,18,3,1,80,0,5,0,2,2,1,2,1
42,Yes,Travel_Rarely,659,Research & Development,5,3,Medical,1,1281,2,Female,70,3,2,Sales Executive,2,Single,5096,17334,3,Y,No,12,3,2,80,0,5,4,2,1,1,0,0
33,Yes,Travel_Frequently,1056,Research & Development,5,3,Medical,1,1282,2,Male,63,2,1,Laboratory Technician,1,Divorced,2981,6869,4,Y,No,18,3,2,80,0,6,2,3,3,1,0,1
24,Yes,Travel_Rarely,445,Research & Development,14,3,Life Sciences,1,1283,2,Female,62,2,1,Research Scientist,2,Single,2554,18364,3,Y,Yes,14,3,2,80,0,3,2,4,1,1,0,0
21,Yes,Travel_Rarely,1402,Sales,16,1,Life Sciences,1,1284,4,Female,64,3,1,Sales Representative,3,Single,2666,8833,1,Y,Yes,18,3,1,80,0,1,2,2,1,0,0,0
28,Yes,Travel_Rarely,1116,Research & Development,8,1,Marketing,1,1285,4,Male,36,3,1,Sales Representative,3,Single,1345,26822,1,Y,Yes,13,3,3,80,0,2,4,3,1,0,0,0
33,Yes,Travel_Rarely,664,Sales,10,3,Medical,1,1286,2,Female,79,3,3,Sales Executive,1,Single,9029,10202,1,Y,Yes,20,4,2,80,0,10,2,2,3,3,1,3
29,Yes,Travel_Rarely,766,Research & Development,8,2,Medical,1,1287,3,Male,35,3,2,Laboratory Technician,3,Married,4404,10244,1,Y,No,21,3,1,80,0,9,2,4,7,5,3,4
46,Yes,Travel_Rarely,981,Sales,14,2,Life Sciences,1,1288,3,Male,51,2,2,Sales Executive,3,Married,7229,5943,1,Y,Yes,16,3,1,80,2,8,3,3,8,6,5,4
25,Yes,Travel_Rarely,800,Sales,2,2,Life Sciences,1,1289,1,Female,57,3,1,Sales Executive,3,Single,4633,25145,9,Y,Yes,14,3,1,80,0,4,3,3,2,2,2,0
40,Yes,Travel_Rarely,944,Research & Development,6,3,Life Sciences,1,1290,1,Male,87,2,1,Research Scientist,1,Single,2345,14604,3,Y,Yes,15,3,2,80,0,8,3,3,3,2,1,1
26,Yes,Travel_Rarely,177,Research & Development,15,3,Life Sciences,1,1291,4,Female,55,3,1,Research Scientist,2,Single,2407,25749,1,Y,No,14,3,3,80,0,6,2,3,6,1,5,5
29,Yes,Travel_Rarely,1393,Research & Development,5,4,Life Sciences,1,1292,3,Male,55,3,1,Laboratory Technician,3,Single,3379,11136,1,Y,Yes,12,3,3,80,0,2,3,2,2,2,1,2
28,Yes,Travel_Rarely,335,Research & Development,15,3,Life Sciences,1,1293,1,Male,49,1,1,Laboratory Technician,2,Single,1795,22733,1,Y,Yes,14,3,2,80,0,1,3,2,1,0,0,0
51,Yes,Travel_Rarely,889,Sales,4,3,Life Sciences,1,1294,3,Male,70,3,5,Sales Executive,1,Married,19777,19927,3,Y,Yes,12,3,4,80,0,23,1,3,9,5,4,5
37,Yes,Travel_Frequently,1015,Research & Development,10,3,Life Sciences,1,1295,3,Female,94,2,1,Research Scientist,2,Single,2708,11104,3,Y,Yes,14,3,3,80,0,4,4,3,3,2,0,1
27,Yes,Travel_Rarely,1337,Human Resources,21,3,Medical,1,1296,1,Male,57,2,1,Human Resources,2,Single,2861,19553,1,Y,No,12,3,1,80,0,1,2,2,1,0,0,0
35,Yes,Travel_Rarely,365,Sales,26,2,Life Sciences,1,1297,2,Male,75,2,2,Sales Executive,3,Married,5838,13988,1,Y,No,16,3,3,80,0,9,1,3,7,5,5,5
29,Yes,Travel_Rarely,159,Research & Development,18,2,Life Sciences,1,1298,3,Female,45,1,1,Sales Representative,3,Single,2122,12743,3,Y,Yes,14,3,2,80,0,5,3,2,3,2,0,2
46,Yes,Travel_Rarely,1104,Research & Development,5,3,Life Sciences,1,1299,1,Male,36,2,1,Research Scientist,2,Divorced,2430,10329,7,Y,Yes,14,3,2,80,2,14,1,3,8,0,1,5
26,Yes,Travel_Rarely,737,Research & Development,3,3,Life Sciences,1,1300,1,Male,83,3,1,Laboratory Technician,1,Single,4055,9514,5,Y,Yes,14,3,2,80,0,6,4,3,2,2,0,2
